sample_id,category,label
img_4cda2ad5eb8c7e82c6e3,category_01,0
img_4ce96735120dfd8dc11e,category_05,1
img_4d0380c4ea32c8a5f057,category_03,1
img_4d20eebd40715d039b05,category_03,0
img_4ebdcad87fbb5db9eec2,category_01,1
img_4edef259414b2ab1bc55,category_05,1
img_50473bffeaea25af3484,category_01,0
img_522963e6b75f547d8897,category_03,1
img_52b231f23577ea3c30a0,category_05,0
img_52d8d86656b0678280f2,category_03,0
img_534e283feff1623c774c,category_03,1
img_53531ee438010e94401a,category_01,0
img_53f1096ab28c02a28649,category_01,1
img_546d641d2ac72098185b,category_03,0
img_54774d0e00503c6350ec,category_05,1
img_5503488fe633345e3dc4,category_03,1
img_5514f0e3c1f7ccb23093,category_01,0
img_56342d619d93dab6c103,category_03,0
img_5719bcbc6c49b951e5ff,category_03,1
img_5a6ca1e85586e9e561ea,category_01,0
img_5ad313530af205abca09,category_01,1
img_5b727b0ef6d56b25fdcf,category_03,0
img_5b741a7c4d2a6d36ac9c,category_03,0
img_5c830697d5636c1fc250,category_01,0
img_5ce2e32dad58a3852288,category_05,0
img_5d690ba87e9b313d947a,category_03,0
img_5dd749972346da7f165d,category_05,0
img_5e952975b976d41c8a7c,category_01,0
img_5f388c4495204f3624c5,category_01,0
img_5fa574664df8c144718b,category_03,1
img_5fbc54858e941f1b0121,category_03,1
img_6085bcba153355d481cf,category_05,1
img_609712e941088eb7d91f,category_05,0
img_6116a3b013b32724530b,category_01,1
img_63fb597e3e8408d550a8,category_03,0
img_640bd9849057cd36e141,category_03,1
img_6491cfdfbb600fe8a21c,category_05,1
img_65e6710730da9cdcd24b,category_05,0
img_6611e1aed982967ce4ee,category_05,1
img_66b0939e3c42cae1f11b,category_05,1
img_67191bb6315627ab7ae8,category_03,0
img_6745b0823c0b45b651e9,category_05,1
img_675854df28b15a0da90b,category_05,0
img_692d23051bffc38b5ea1,category_05,1
img_69d0088370d945af49c1,category_03,0
img_6a16a65366b5ff14d465,category_05,0
img_6a1be8140f4c2e519b74,category_05,1
img_6a2eef676ce6f9808d72,category_05,1
img_6a863eff4635b767a2f6,category_05,1
img_6aaf4c72ad4382120357,category_05,0
img_6b1aad8d31e20e1a4a98,category_05,0
img_6c2882d602268c8a8d19,category_03,0
img_6c597fb784aac6db81ef,category_05,1
img_6fcd5dd9d36a065f27c8,category_03,0
img_704f6fe25ace6fd8a133,category_01,1
img_70c7c6b7842250bfb763,category_01,1
img_710ddbbe7b706ff2edc7,category_03,1
img_711de542336317b80a44,category_01,0
img_714f8a09938508b1f0b5,category_01,0
img_71799246ae2f4578d09f,category_05,1
img_717fcff07b25659f9840,category_05,1
img_71aedf04eabef046ca03,category_01,0
img_721000422db85a2a6deb,category_03,1
img_73dc4dbcfa12e7eab63c,category_05,1
img_74d40541cbcee8f4cb8a,category_01,0
img_75624a40887ad6f1d0fc,category_01,0
img_75a3934652651ee6f941,category_05,1
img_75e2900f7579bc366266,category_03,1
img_75e4593dafa1d543ee47,category_05,0
img_766a56b437f4ccc6d271,category_03,0
img_7688a92157eef05f09ba,category_05,1
img_76ec312cae615a1cd2d1,category_01,0
img_77881509546b6f82215e,category_03,1
img_79c47de1b83b40204a85,category_01,0
img_7ab3adbd3d05a3f491f4,category_01,1
img_7ac84862d4e2a297ee78,category_01,1
img_7ad4fa5441379b42f680,category_01,0
img_7bc2dbffed5a63ad9070,category_05,1
img_7cdc4d502fef4bf3a01c,category_05,1
img_7d20648c1693607b2253,category_01,0
img_7d4f928acf21ca3665db,category_01,1
img_7df32c3bae666ef74c87,category_01,1
img_7ee7cb8b1f65f38ab79c,category_03,0
img_7eeb9165e68013f552c6,category_03,0
img_7fdadfce2687091f2ee1,category_05,0
img_804f1777b4bc0c0e0a1d,category_05,0
img_813ea70a44b4e302302e,category_03,0
img_8168b52426d346215451,category_05,0
img_81af89a8c6a969c09d2e,category_05,0
img_8252c332e10bbfba7763,category_01,0
img_82a597babaff0c1a701b,category_03,0
img_83454219e776924f9890,category_03,1
img_8385252a2c07021c4ece,category_03,0
img_83a5da049d82a87618b0,category_01,0
img_84c1790a3cb1923e88ae,category_01,0
img_853260f54f45f120f482,category_05,0
img_857f9723ca74a530c7b0,category_01,0
img_85cf95042af74d1f3048,category_01,0
img_86af5e73f914f9cb20aa,category_03,1
img_86c0d03119396a8e43ac,category_05,0
img_875e535d56e6256a4501,category_05,0
img_8793adb8e99f95204eae,category_03,0
img_879d72bff0bfac758e54,category_03,1
img_87bc7d207163be4e2a75,category_05,1
img_8830b40a3e3a77731635,category_05,1
img_887f34be2f5084958f9a,category_03,0
img_88c266de7ee593ccfb80,category_03,0
img_890e3ca0f6d6ca849c6b,category_03,1
img_8a7fd67d5b0f2c11cf31,category_03,1
img_8b370cf1558b1980c4a4,category_05,0
img_8b54405b8f0af5ccb2ed,category_05,0
img_8b9bec9af81169d675bb,category_03,1
img_8c330b64d674e37e229e,category_03,1
img_8c6214f2e37aafc32915,category_01,0
img_8d4dd06b5127d0d63461,category_05,1
img_8ec92a3dee9732c0b482,category_01,1
img_8f0f54a12d2824dffb13,category_05,0
img_8f1c527eb3d066003dfc,category_05,0
img_8f22c1fd0d3de0e7053f,category_05,1
img_8fcf3010a06f08f21542,category_03,0
img_90285a999d8be2b005a6,category_05,1
img_91691dd4f3e7cbcc5a2d,category_03,0
img_9285025cb3f1ac1530c9,category_03,0
img_92c87c1a5e530b2c0c12,category_03,0
img_93885958a20d1116fc09,category_05,0
img_93c5cbb4d135cd4b3d64,category_05,0
img_93e88f1f7160d1a461c0,category_01,1
img_94845fa6a274147ed8a0,category_03,0
img_94c5f75f385e3133c73d,category_01,0
img_9515cc6f7164d13bcf08,category_01,0
img_95a9b3e93d96bf71756a,category_01,0
img_95df5392dd7166826e04,category_03,0
img_9680ea0e7d3ada33efd7,category_03,0
img_96850dac6feecff308a6,category_03,0
img_968716610072b91b0593,category_01,0
img_9728312cfef80e2baede,category_05,0
img_97cb31fed28eefa0ff4d,category_03,1
img_9816417ce9ea01c9156b,category_05,1
img_9829a839c1953281d795,category_01,0
img_984bc123427e22fdca65,category_05,0
img_995524a63d90a9300426,category_01,0
img_9a14295f08fe7dfb2443,category_03,0
img_9a254f5d1f640f7a4ba4,category_01,0
img_9a2b588a3a143a6f164a,category_01,1
img_9a52aeff0b2c27ccda6d,category_01,1
img_9a56fdf0648c79380289,category_03,1
img_9b0d59b6d29406a90956,category_05,1
img_9b122a1953780cbac4ec,category_01,0
img_9b984a089315894675f8,category_03,0
img_9b995422c2214cbf7fb4,category_03,0
img_9beb4acdbd61e1817502,category_01,0
img_9c3bacce89395d579034,category_05,1
img_9db1b3a5ea81af49a1a4,category_01,0
img_9ea478af20fb8ce50724,category_03,0
img_9ecf2f5c3f3760b3faf5,category_03,0
img_9f3501792e934947de3a,category_03,1
img_9fb5c52c12d23b8b4666,category_05,0
img_a07e0e2d89a13a30cc06,category_05,0
img_a0ead6e7cd6de3b34c9f,category_01,1
img_a112c2515d7e81291f4e,category_01,0
img_a276b03a84fcfec8282e,category_01,0
img_a27e136d6f7cb90e9814,category_01,0
img_a28aa0d85b90c2dcc150,category_01,0
img_a2d22447f5facec9a22e,category_03,0
img_a3b9edd03db474e437c6,category_05,0
img_a4241eb83d9c369b64e1,category_01,1
img_a4467eb9adc7f4f5b858,category_03,1
img_a50fb1e5ffe9a8af6c58,category_01,0
img_a5fc2e80f10b1b183e62,category_05,0
img_a6007597575c627ec5b7,category_01,0
img_a611a99f2b9d76de2f1a,category_03,1
img_a63160dbc225cf900c6b,category_01,1
img_a7118c745b44cae9a69a,category_05,0
img_a77db6c65cf1666eebb1,category_05,0
img_a7a9bef9b1fecdfdc246,category_03,1
img_a7ed52c64424d5514b84,category_01,0
img_a814c4bea38b5faf792c,category_05,1
img_aa352cd81cadd48096d3,category_01,0
img_aaffd7d8d2476dd437ac,category_05,0
img_ab07f0f54e55872d2040,category_03,0
img_ac021b4a7d39e3195bba,category_05,0
img_ac1f098dba63303c06cd,category_05,1
img_ac5bf26f9183ce956f6f,category_01,0
img_acbe1976890b8b3303ff,category_03,0
img_acfe0c8a3acd880401aa,category_01,0
img_ad7536321756740da914,category_03,1
img_adc3c545dc720e2f27af,category_05,0
img_ae21e768273b8fb8ffb6,category_03,0
img_afc15ba1e725e86f68b7,category_01,0
img_b01c0675b5db6410d5bb,category_05,1
img_b0af9337d573508edd80,category_03,0
img_b1382745f722a3f24a39,category_01,0
img_b19d5ac10617d3729a03,category_05,0
img_b1adf22763c21a1bdedc,category_05,0
img_b24fe441c8e4b801440c,category_03,0
img_b28d3884ebf75d4fba82,category_05,1
img_b2db6fc23869ade97776,category_01,1
img_b3173d4919984c4b006f,category_05,0
img_b436ac7fb554b7a2b2fb,category_01,0
img_b4851b4ceaeba3fdfd74,category_01,1
img_b57fd4ceac11df0280f9,category_05,0
img_b5f242f431f69ef4dfcd,category_03,1
img_b6068cca949ef820dcbc,category_03,0
img_b670e3cd10579975ae66,category_05,1
img_b91bbc36f0f6d849c3c5,category_01,1
img_b92631191518b713da92,category_01,1
img_b956a42ec7ee3572cade,category_01,1
img_b9f5d88a2eaccf8a2cb0,category_05,0
img_ba29c687d73be0a37d47,category_03,0
img_ba55cf67d111cd046574,category_03,0
img_baa09d95ba507b6a4682,category_05,0
img_bac479a9a427cf0e3d1a,category_05,0
img_badcae0bfc85ffa029b2,category_01,0
img_bb0d2efe3c0edf0f853e,category_01,0
img_bd7bf084cf8e8e99b640,category_05,0
img_bd920cce0d5284496107,category_05,0
img_bebd58aa986492f9e44b,category_03,1
img_bf0ae4adb06c2cc5b6d1,category_05,0
img_bf1eff37615a7703ed9f,category_01,1
img_bf8d22f37452921b6135,category_01,1
img_bf8f6a2bed69a697f44b,category_03,0
img_bff69fcec92544f38813,category_03,1
img_c041481935aad92f05a9,category_05,0
img_c0ac4252026b6fe548f9,category_05,0
img_c0cb572f33c225210881,category_03,1
img_c12ef08ad675bbf4810f,category_03,1
img_c18ecfabdd403babc89a,category_01,0
img_c1b114ac8692445b9d81,category_01,0
img_c21f9715453d54f049cc,category_05,0
img_c242c1fe9b889ae3ac8e,category_03,0
img_c2b38896410a6ec56d84,category_01,1
img_c37a7f19d008a623b955,category_01,1
img_c41540e58386078f12f0,category_03,1
img_c4c5030c923da7c2e91c,category_01,0
img_c4da574b9f1c287d1918,category_03,1
img_c581c9558c8d49e28f89,category_01,1
img_c5c6c702370e971a1910,category_03,1
img_c789c3cebc3fb90fcfda,category_05,0
img_c7b1f6aac86149c584b9,category_05,0
img_c7bf579d0a02a98437d8,category_03,1
img_c8522d7afedf08b4e028,category_01,0
img_c916ae35d4cb4eb2f33d,category_03,1
img_c9537cdf844e7abc8539,category_05,0
img_c9dbfe336e4b45b9f604,category_01,1
img_ca3bd38fc47abbd095ed,category_05,1
img_cc6dbf57d4736c9756bd,category_05,0
img_cd5a7c53b7d4c39a4ad0,category_03,0
img_cdcbb4255b0aebc4c398,category_03,0
img_d029f1f1971d9b9e606b,category_01,1
img_d043b7f0d9df95d702cd,category_01,0
img_d1efad0daa59ed7ed0ba,category_03,1
img_d22059574583e997a875,category_05,0
img_d3d872b1a1ceb1640917,category_01,1
img_d4723bc759fcab96776c,category_01,1
img_d4bceb97a3607e3c619f,category_03,0
img_d59f2ad0c3aafeb4f5ee,category_05,1
img_d66069193b837067312a,category_01,1
img_da12bdd7c6191c5afbd1,category_03,1
img_dab8656cbb52ec84291b,category_03,0
img_daede16649f7f7bdb1ba,category_05,0
img_dc112ff0730187bf8fb6,category_03,1
img_dc4f085459c4241c33e5,category_01,0
img_dc767ad20ab400837e27,category_03,0
img_dc8d7f46c76af0783803,category_03,0
img_dd6631131fecce97b375,category_01,1
img_ddce4a660c10ecddaeef,category_01,1
img_de0e26d7a10b1d8d288f,category_01,0
img_de2a175b0a8158c80adb,category_03,0
img_de7301085b6668fcd5ad,category_03,1
img_dfa71e37152e362ab9db,category_01,0
img_dffdd97bb503e7292da0,category_03,0
img_dffe6fe83028fe123bd1,category_05,1
img_e08d393a666e3e4a8b63,category_01,0
img_e0af200170901eca93c9,category_05,0
img_e12303e930b7fdffcdd4,category_03,0
img_e148129a95cf2ef54700,category_03,1
img_e1ea88fd88e39c36ae1b,category_01,0
img_e23c0ceecbd74350b922,category_03,1
img_e2ecd5f26cf06ecee421,category_01,0
img_e3605d0e9cde4c9717db,category_01,1
img_e3821cc5e1d31d877876,category_03,0
img_e58aaa09d6db3a33e7be,category_03,0
img_e5acfebccaf7d1b5d68a,category_03,1
img_e6345977b781b1373cdc,category_05,0
img_e6612d554f13e7718f90,category_01,0
img_e8a1b02629952e5c7e58,category_05,0
img_e94cf83f2cb3606208f4,category_05,1
img_e9c5b9e3739b595efb62,category_05,0
img_eafdf73d524a678e2750,category_05,0
img_ec1cc4c0a0206bcbda2f,category_03,0
img_ec25b671ffcf568a3bdd,category_05,0
img_eca8f85345c9296563bb,category_03,0
img_ecdf5af2df1d753370ab,category_05,1
img_ee4ce654759f8b4e092b,category_03,1
img_f02bdd34db1477b0e37f,category_01,0
img_f043735aa2b5dbfb9700,category_05,0
img_f0bc1659785271f2a440,category_05,1
img_f167b6b681235ac476aa,category_03,0
img_f1dfdfa01f6e4bdd403b,category_05,1
img_f1e61edbaf5cdadc5a4b,category_01,0
img_f21da22dcd51a444d7bc,category_05,0
img_f21e8272273e3b5d1810,category_05,0
img_f24151794abb9fe1221f,category_03,1
img_f246075c34539a0f0c06,category_03,0
img_f273a3130c02ec932bab,category_03,1
img_f273faa8ef3b24980302,category_05,0
img_f3dac6f9308c2ae09558,category_01,0
img_f4283fe96640c303d1e0,category_05,1
img_f6cf19d05f6f679e58a7,category_03,0
img_f6d300c35df65b3f627e,category_01,1
img_f6d62df4250d5185353c,category_05,1
img_f717186b705d31b18359,category_01,1
img_f745f745f1ccfd5e50f7,category_05,0
img_f7790aee7ffa27290721,category_05,1
img_f7f5a521c06e6d5a45e2,category_01,0
img_f8758bc80134aa08c9d6,category_01,0
img_f8fa1dc3b179bf4c5f53,category_01,1
img_f9ad5a78ad9d14a6bf82,category_05,1
img_f9c6aa601055835939fc,category_05,0
img_fa0954bce9d577511dca,category_01,1
img_fa33ccf301faff649cba,category_03,0
img_fa4041a13f547c9f2a0e,category_01,0
img_fa6cd0210a75679ea4d2,category_03,1
img_faeab94f9cb19d570e4e,category_01,1
img_fb0db588a54f582d6fb1,category_05,1
img_fb41aeacd4496c5bcbe5,category_03,1
img_fbb0e3b729db528247a2,category_03,0
img_fd4796ff88a95f2f1b0b,category_01,0
img_fe8b58ecbd8d3e8ebd93,category_03,1
img_feb339f5b0fe98cbd5fd,category_01,1
img_ff04470ab8dfbc1cd07b,category_05,0
